,date,holiday__Confraternização Universal,holiday__Dia Nacional de Zumbi e da Consciência Negra,holiday__Dia do Trabalhador,holiday__Finados,holiday__Independência do Brasil,holiday__Natal,holiday__Nossa Senhora Aparecida,holiday__Proclamação da República,holiday__Sexta-feira Santa,holiday__Tiradentes,channelA,channelB,channelC,channelD
36,2018-08-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04458881350187605,0.06256443676444919,0.10064787746473423,0.04606950806179921
37,2018-08-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04485124329013589,0.06667886942452171,0.10064787746473423,0.04254858082309716
38,2018-08-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04451022152526249,0.06901220013718559,0.10050674149648231,0.03927525032225671
39,2018-08-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044541881248142554,0.06901220058806744,0.10156265025484496,0.037600333827944726
40,2018-08-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04560345349887892,0.06783924036491774,0.10153564048612429,0.037600333827944726
41,2018-08-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046180589125887225,0.06781198690703388,0.10052902841444751,0.03919674441418068
42,2018-08-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04616325219460364,0.06567309024531491,0.10036341462424195,0.03777842149389626
43,2018-08-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04568439082980325,0.06565057274527505,0.10649539406457141,0.03802435369875177
44,2018-08-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04613510365002131,0.06701142632412282,0.10086595663526644,0.03888033078224704
45,2018-08-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04613475582459889,0.0644219928926468,0.09883871074449481,0.039176059861839814
46,2018-08-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046134182133021666,0.06330000494781912,0.09736942501609001,0.034835018100051296
47,2018-08-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046134182133021666,0.06330000494781912,0.09903188955163982,0.038761494193794675
48,2018-08-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046307912132484405,0.06330000494781912,0.09840146450561124,0.038500351070797106
49,2018-08-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0463067072875079,0.06421536873893992,0.0986073112224612,0.037902557106155414
50,2018-08-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04630771249258315,0.06423290841180314,0.10390205596173549,0.041439976290886665
51,2018-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0472129014520943,0.06561530926105326,0.10386698052716065,0.04211835832896471
52,2018-08-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04663454434389305,0.06937606889092675,0.09827621687603548,0.040125953077373655
53,2018-08-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046865056364239314,0.0693891251802487,0.09372293669919807,0.03656133510787331
54,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04676286836058433,0.07026324898056398,0.09355808963324441,0.03584105824341622
55,2018-08-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04676286836058433,0.07407475354221228,0.09357892813903596,0.03503372346684171
56,2018-08-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045802624115957306,0.07707071003690602,0.09535870805331115,0.03503372346684171
57,2018-08-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04649632242116625,0.07744763555831562,0.09042277205617895,0.03503372346684171
58,2018-08-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046355846088793194,0.0783913285367184,0.09092781951255108,0.03503372346684171
59,2018-08-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046477867480279295,0.0783913285367184,0.09477417969472837,0.037040758856962216
60,2018-08-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04548949259630547,0.0783913285367184,0.09477306738309522,0.037298969836372375
61,2018-08-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04548876342407496,0.0783913285367184,0.09203954817421145,0.036722655693810544
62,2018-08-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454834879499351,0.07855633587734577,0.0962869382302574,0.04126623984792717
63,2018-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0454834879499351,0.0785536224183876,0.09479138561377559,0.04138434772501782
64,2018-09-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04453964009899352,0.08022290274134761,0.09495150139516767,0.04099211060348569
65,2018-09-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044314119049719866,0.08006376345412371,0.0928946872250573,0.04165799397354438
66,2018-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04475167933849287,0.08086338223852862,0.09728591840909774,0.038091782496416926
67,2018-09-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044282480122962486,0.08317720235797717,0.09728591840909774,0.037483595749718435
68,2018-09-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044175478374470105,0.08088342143809679,0.10087295885882444,0.037483595749718435
69,2018-09-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0435465703380863,0.08115770023920081,0.10045292420677607,0.0388264004636391
70,2018-09-07,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0435465703380863,0.08163254696605095,0.10045292420677607,0.0388264004636391
71,2018-09-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043359342664423435,0.08410204919400154,0.10023535168929024,0.039285970326189835
72,2018-09-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043359342664423435,0.08410204919400154,0.10410935065880075,0.03888294884698655
73,2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04352299717687061,0.08682813761823831,0.10336285370298556,0.04306932964769802
74,2018-09-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438474930346618,0.0858323703918775,0.10616426415732355,0.04148231582224873
75,2018-09-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0438474930346618,0.0858425899120657,0.10474958690768058,0.04341741568881546
76,2018-09-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044382736686208527,0.08529704323841333,0.09958659725527075,0.041922103344414145
77,2018-09-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04438005373049403,0.08587742546870264,0.09884178653490458,0.03903477019218703
78,2018-09-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04475504413850943,0.08787975717197194,0.09531717841233057,0.04177439229743975
79,2018-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044610973897226756,0.08961808202098204,0.09011288942865733,0.04206850655164052
80,2018-09-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044629353068697517,0.09013144935204091,0.0897705924153381,0.03850790253463472
81,2018-09-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0450741082121708,0.08731000522982238,0.09020071702837437,0.039206275985712864
82,2018-09-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0450741082121708,0.0875281088446957,0.09192309864066653,0.03808852357115456
83,2018-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0450741082121708,0.08569857701104854,0.09055974720570462,0.03983054870814756
84,2018-09-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04545375089241236,0.0863171861882108,0.08973194794803412,0.040730067791504045
85,2018-09-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045105425304299285,0.0862581998736887,0.08727099246434956,0.040730067791504045
86,2018-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0452942752347442,0.0854876770402221,0.08997892045810095,0.041235674720014034
87,2018-09-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04444519278384938,0.08614968994481038,0.09021346924536351,0.042935208626467554
88,2018-09-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04486280965355215,0.08478250145909426,0.08906041984037605,0.04527210828643156
89,2018-09-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04569018829054019,0.0841492345918702,0.08951171122499658,0.04550153819358229
90,2018-09-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04644724951518833,0.08820433883674522,0.09199110986483441,0.04865757146010964
91,2018-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04623499473355569,0.08851316374942514,0.09194132300958177,0.04865757146010964
92,2018-09-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04533891366031769,0.08848660072036003,0.09665247622143947,0.044728015855467346
93,2018-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044880164984152975,0.0865682863519075,0.10125204155576098,0.04890121010149004
94,2018-10-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044880164984152975,0.08507164367056547,0.10125204155576098,0.05132663713926944
95,2018-10-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044919810592888985,0.08722801332056693,0.09841178107914178,0.04948091038494872
96,2018-10-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044919810592888985,0.08624613020797059,0.0932785604373825,0.048674089521868254
97,2018-10-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.044919810592888985,0.08361672932115682,0.09362675998909428,0.052555664076810005
98,2018-10-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045035679743552215,0.07962568787822177,0.09328773218052892,0.05258977266444486
99,2018-10-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04554304986400143,0.08124380625908821,0.0924271371341993,0.05253037088386921
100,2018-10-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046711031281053556,0.07957268067697398,0.09761688481799452,0.05253037088386921
101,2018-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046704762151999556,0.08321638792527937,0.09986005821951117,0.053928362721371706
102,2018-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046704762151999556,0.08322715448834775,0.0997897443701616,0.05865912907138652
103,2018-10-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04701574975208687,0.08514004309493246,0.09349791335644494,0.059402843933706345
104,2018-10-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04682322209686052,0.0856614251809259,0.09751717440073718,0.05977817804215222
105,2018-10-12,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04682322209686052,0.08521175915481559,0.09751717440073718,0.05859816841973075
106,2018-10-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04682322209686052,0.0854004363650246,0.09751717440073718,0.05859816841973075
107,2018-10-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04682322209686052,0.08566518083240861,0.09636856060205734,0.0540424565876238
108,2018-10-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046064881063914216,0.0889662401347137,0.09913318113117715,0.05400756924392606
109,2018-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04550973515634238,0.09168861657157613,0.1036824918747773,0.05717039437701092
110,2018-10-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04550973515634238,0.09168861657157613,0.09817322343713002,0.053719978271789356
111,2018-10-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04444700209060968,0.09200701795466391,0.10416962641897475,0.05528339413195976
112,2018-10-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04362964087417393,0.09157002241810305,0.10989663604033849,0.05596916708480788
113,2018-10-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04406673407552602,0.08840587038501728,0.11525951755853205,0.05596916708480788
114,2018-10-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043723547331314935,0.08874705431109704,0.11525507953924367,0.054686691095096995
115,2018-10-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043723547331314935,0.08880993347117924,0.11523424103345212,0.05885706106809592
116,2018-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043327542126804855,0.08863175971377729,0.11480858719958019,0.05839749120554518
117,2018-10-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043210680945192315,0.08871067914752404,0.11467299773383108,0.05839749120554518
118,2018-10-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043261183704106566,0.08871067914752404,0.11294690954016719,0.05699476652811859
119,2018-10-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0432609310304715,0.08898083280323299,0.10910054935798986,0.05699476652811859
120,2018-10-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04322968793045109,0.08985486960017819,0.11009079988015284,0.05566363111624759
121,2018-10-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04301334020016276,0.08985486960017819,0.10967542157795004,0.05566363111624759
122,2018-10-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042891221294060755,0.0901371007836771,0.10542803152190407,0.057220153710188015
123,2018-10-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04191513054158481,0.08694056874037814,0.1020204785430347,0.05720668107956817
124,2018-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040793613241902574,0.08548747133836447,0.10186036276164263,0.05902428204955166
125,2018-11-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040793613241902574,0.08880067596369916,0.10149160759335302,0.061898151441232854
126,2018-11-02,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041523500638621626,0.08880067596369916,0.10162610491146595,0.061488441165458804
127,2018-11-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04225767181036878,0.08563309538330127,0.10162610491146595,0.06255116086436664
128,2018-11-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04256571844927844,0.08358515069812857,0.09562408205814395,0.06080913572737365
129,2018-11-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043305797093157655,0.0849662618233994,0.09679676290756178,0.05990961664401717
130,2018-11-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04256886620867824,0.08516063876743737,0.10009187482222492,0.06471788924739974
131,2018-11-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04255157530312371,0.08519565005120987,0.10212912315194796,0.06493096528931136
132,2018-11-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04272066096032554,0.08748109881035593,0.09842116239520357,0.06384014872343435
133,2018-11-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04241276928891792,0.08858967663768279,0.09986042514055193,0.06408130077037022
134,2018-11-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042166267621591355,0.08860937918487304,0.10025407735704438,0.06299589377972421
135,2018-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042171955262448886,0.09154368137526904,0.09898910349020829,0.059635904074615484
136,2018-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04206927113544283,0.0899954877480447,0.10120951867283669,0.06056481599330215
137,2018-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04170989490592269,0.09186051611743652,0.10086911388631654,0.060539837616807216
138,2018-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041574336529344134,0.09207038392199589,0.0993951038152095,0.05633498193043521
139,2018-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04157299908877236,0.09129236771593413,0.09939090377211926,0.0539095548926558
140,2018-11-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04195305981369641,0.09261664733964145,0.09636698664537281,0.051083395994694775
141,2018-11-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041531824806287226,0.09096399120313046,0.09593686203233653,0.053534755958504966
142,2018-11-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04156185414357067,0.08927605270533218,0.09021820416103662,0.04943509734754841
143,2018-11-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04178418707936425,0.08926299641601022,0.08694303094888563,0.05051649903367032
144,2018-11-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041564819436367514,0.0868050164446026,0.0882924992767083,0.05051649903367032
145,2018-11-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041564819436367514,0.08423914679085882,0.08843296280962407,0.05051649903367032
146,2018-11-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04087391603405463,0.08125247735590356,0.0880492149949394,0.04914709521214533
147,2018-11-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04037585324728402,0.0795730361022734,0.08870242717248339,0.04542707207003406
148,2018-11-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03955511914435014,0.08021459070821914,0.09134554993967534,0.045528587970866626
149,2018-11-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04016262347053361,0.08021459070821914,0.09089425855505481,0.04351804396100193
150,2018-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0401783853327182,0.08097620238563916,0.09110282867367983,0.043518043961001944
151,2018-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04048819500760944,0.08102306112409234,0.09113273415063751,0.043518043961001944
152,2018-11-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04151781039047399,0.08085805378346496,0.08740455240770552,0.04742919265422481
153,2018-11-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04152485006053071,0.08139107411361954,0.08260918307778166,0.04733675793341885
154,2018-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04047072361021043,0.07972179379065954,0.08260918307778166,0.04455151775083989
155,2018-12-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04071015313261267,0.07972179379065954,0.08462919806195363,0.04596265339411157
156,2018-12-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03985513114108243,0.07954942037673228,0.08407560044274386,0.044399237533941156
157,2018-12-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040961789063007216,0.07880289251714159,0.08657854818861148,0.043441163200013434
158,2018-12-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04094002049707186,0.07827127659554296,0.08549739891936316,0.04515902126273565
159,2018-12-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04094002049707186,0.0784976644421974,0.08535997295199106,0.045098692538525866
