,date,channelA,channelB,channelC,channelD,holidays,holidays/holiday__Confraternização Universal,holidays/holiday__Dia Nacional de Zumbi e da Consciência Negra,holidays/holiday__Dia do Trabalhador,holidays/holiday__Finados,holidays/holiday__Independência do Brasil,holidays/holiday__Natal,holidays/holiday__Nossa Senhora Aparecida,holidays/holiday__Proclamação da República,holidays/holiday__Sexta-feira Santa,holidays/holiday__Tiradentes,mean,monthly_seasonality,obs,trend,weekly_seasonality,yearly_seasonality
13,2018-07-12,0.110957846,0.042798337,0.03097499,0.026405752,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5539097,-0.002391137,0.5493102,0.40381452,-0.007385782,-0.05126481
14,2018-07-13,0.11035592,0.042693347,0.030929858,0.0265947,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.56520337,-0.004508882,0.5250299,0.40381452,0.007522067,-0.05219816
15,2018-07-14,0.10995618,0.042566847,0.030959675,0.02661464,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.54503953,-0.0061190897,0.55071855,0.40381452,-0.009638912,-0.05311434
16,2018-07-15,0.10956334,0.042062797,0.030963827,0.026981115,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.55565405,-0.0058706347,0.5359804,0.40381452,0.0021519244,-0.05401285
17,2018-07-16,0.10911404,0.04197078,0.031230671,0.027548581,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5617192,-0.0029062359,0.5772329,0.40381452,0.0058399932,-0.05489318
18,2018-07-17,0.10898325,0.041870363,0.03140758,0.02770852,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.55691624,0.002734156,0.5188693,0.40381452,-0.0038472733,-0.05575486
19,2018-07-18,0.109069556,0.043731812,0.031518076,0.027780317,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.57469034,0.0100155,0.5999432,0.40381452,0.0053579826,-0.0565974
20,2018-07-19,0.10846772,0.04419142,0.03162325,0.027766071,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5682245,0.017167684,0.62259024,0.40381452,-0.007385782,-0.05742034
21,2018-07-20,0.108357,0.043723032,0.031681623,0.028353283,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.58745384,0.022225536,0.6061805,0.40381452,0.007522067,-0.058223207
22,2018-07-21,0.107988164,0.043586627,0.031709414,0.028566476,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.57068735,0.023666613,0.5829722,0.40381452,-0.009638912,-0.05900555
23,2018-07-22,0.107852064,0.043510787,0.031722043,0.028605467,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.57881457,0.020924663,0.5893583,0.40381452,0.0021519244,-0.059766933
24,2018-07-23,0.10776165,0.04342502,0.031992294,0.02816061,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5750841,0.014596856,0.59953034,0.40381452,0.0058399932,-0.060506918
25,2018-07-24,0.107536085,0.043349467,0.032174602,0.02869168,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5567627,0.0062687136,0.5492916,0.40381452,-0.0038472733,-0.061225094
26,2018-07-25,0.10683109,0.043265063,0.032294597,0.028712988,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5563702,-0.0019850447,0.5431698,0.40381452,0.0053579826,-0.061921045
27,2018-07-26,0.10665482,0.043182272,0.032356195,0.028688816,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.53646433,-0.008252143,0.543772,0.40381452,-0.007385782,-0.06259436
28,2018-07-27,0.10661811,0.043504868,0.032619994,0.028570095,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.54804206,-0.011362932,0.55521804,0.40381452,0.007522067,-0.06324467
29,2018-07-28,0.10659181,0.043936566,0.03279973,0.028983606,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5314126,-0.011203096,0.49770582,0.40381452,-0.009638912,-0.0638716
30,2018-07-29,0.10653095,0.043929353,0.032885395,0.028898071,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5450752,-0.008660237,0.6349628,0.40381452,0.0021519244,-0.06447478
31,2018-07-30,0.10623941,0.043392397,0.032937557,0.028896444,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.55082965,-0.005236808,0.6014897,0.40381452,0.0058399932,-0.06505386
32,2018-07-31,0.106120035,0.043300647,0.03296564,0.02886668,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5431327,-0.0024790403,0.54825723,0.40381452,-0.0038472733,-0.0656085
33,2018-08-01,0.10578007,0.043234102,0.03298511,0.028846368,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.55244744,-0.0014323617,0.5186067,0.40381452,0.0053579826,-0.066138394
34,2018-08-02,0.10521178,0.043170884,0.03305575,0.028798578,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5377055,-0.0023170165,0.52480197,0.40381452,-0.007385782,-0.06664322
35,2018-08-03,0.10542772,0.043511987,0.03302156,0.029266367,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5509109,-0.0045306464,0.5832003,0.40381452,0.007522067,-0.06712268
36,2018-08-04,0.10476379,0.043436866,0.03299132,0.029391058,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5302217,-0.0069604455,0.47488707,0.40381452,-0.009638912,-0.06757651
37,2018-08-05,0.10478611,0.043074116,0.032973316,0.029414577,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5397375,-0.008472613,0.5525133,0.40381452,0.0021519244,-0.06800442
38,2018-08-06,0.1042082,0.043899156,0.033019166,0.029315464,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5433065,-0.00838381,0.6018224,0.40381452,0.0058399932,-0.06840617
39,2018-08-07,0.10455663,0.04385098,0.03302509,0.029258529,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.535146,-0.0067309896,0.50292766,0.40381452,-0.0038472733,-0.068781525
40,2018-08-08,0.10442869,0.04380583,0.032887395,0.028356863,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.545284,-0.0042370474,0.49171054,0.40381452,0.0053579826,-0.06913026
41,2018-08-09,0.104018405,0.04376392,0.032775536,0.027915733,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5334608,-0.0019893325,0.49167672,0.40381452,-0.007385782,-0.06945217
42,2018-08-10,0.10394949,0.043003224,0.03270103,0.027825635,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.54810846,-0.0009604936,0.4807202,0.40381452,0.007522067,-0.069747046
43,2018-08-11,0.10351949,0.044430796,0.032709472,0.027778616,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5310354,-0.0015638563,0.5008147,0.40381452,-0.009638912,-0.07001474
44,2018-08-12,0.10303398,0.043974854,0.03270632,0.027749304,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5397512,-0.003424631,0.5726489,0.40381452,0.0021519244,-0.070255086
45,2018-08-13,0.102636084,0.043353934,0.032701585,0.027728094,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5401391,-0.005467233,0.59944934,0.40381452,0.0058399932,-0.07046792
46,2018-08-14,0.10256999,0.04361803,0.032695767,0.027711375,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.52961105,-0.006298267,0.5352187,0.40381452,-0.0038472733,-0.070653126
47,2018-08-15,0.10287056,0.043808326,0.032617465,0.027697777,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5406067,-0.0047493647,0.56325763,0.40381452,0.0053579826,-0.07081061
48,2018-08-16,0.102950685,0.04392434,0.03281606,0.027686808,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5324886,-0.00037781833,0.48101664,0.40381452,-0.007385782,-0.07094025
49,2018-08-17,0.10291865,0.0449513,0.03296367,0.027349284,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.554746,0.006268435,0.49185148,0.40381452,0.007522067,-0.07104198
50,2018-08-18,0.10289496,0.045505147,0.03300535,0.027149798,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.54534864,0.013733528,0.46753782,0.40381452,-0.009638912,-0.07111573
51,2018-08-19,0.102837965,0.04668741,0.033037778,0.027358422,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.56479764,0.020071086,0.55040604,0.40381452,0.0021519244,-0.07116147
52,2018-08-20,0.10262571,0.046824418,0.033019554,0.027435597,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5718409,0.023460224,0.48666778,0.40381452,0.0058399932,-0.07117915
53,2018-08-21,0.103055805,0.046844367,0.03309055,0.027469017,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5620665,0.022808276,0.5656868,0.40381452,-0.0038472733,-0.07116877
54,2018-08-22,0.1034542,0.04688018,0.033169642,0.027484361,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.567159,0.018128473,0.5634981,0.40381452,0.0053579826,-0.071130335
55,2018-08-23,0.10297714,0.046996366,0.033217825,0.027778996,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5468924,0.010557197,0.53692544,0.40381452,-0.007385782,-0.07106386
56,2018-08-24,0.10277295,0.04702954,0.03325746,0.027884131,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.55331284,0.0020015126,0.5698039,0.40381452,0.007522067,-0.07096937
57,2018-08-25,0.10278279,0.046876445,0.03331866,0.027703825,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5285476,-0.005462779,0.5225241,0.40381452,-0.009638912,-0.070846945
58,2018-08-26,0.10280667,0.04677926,0.033371057,0.027241727,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5352333,-0.010235182,0.6148131,0.40381452,0.0021519244,-0.07069664
59,2018-08-27,0.10268694,0.04680503,0.033333838,0.027066423,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5373716,-0.011656682,0.52131164,0.40381452,0.0058399932,-0.07051853
60,2018-08-28,0.10237708,0.04630761,0.03331419,0.027046029,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.52855563,-0.01014377,0.5417035,0.40381452,-0.0038472733,-0.07031274
61,2018-08-29,0.102733,0.04607012,0.033438288,0.026719168,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5410978,-0.0069559356,0.54047656,0.40381452,0.0053579826,-0.070079364
62,2018-08-30,0.10258888,0.047766346,0.033424634,0.026249422,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.53294706,-0.0036923795,0.55468446,0.40381452,-0.007385782,-0.069818564
63,2018-08-31,0.10233485,0.047600817,0.03324372,0.026209489,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.54948795,-0.0017070471,0.5207578,0.40381452,0.007522067,-0.06953048
64,2018-09-01,0.1019752,0.04958226,0.03310346,0.026154514,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5341218,-0.0016540057,0.5907123,0.40381452,-0.009638912,-0.06921527
65,2018-09-02,0.102074236,0.049633514,0.033002667,0.02652455,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.54500765,-0.0033206132,0.533178,0.40381452,0.0021519244,-0.06887313
66,2018-09-03,0.10213961,0.04893344,0.03297753,0.026006967,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5454128,-0.005795011,0.49200666,0.40381452,0.0058399932,-0.06850425
67,2018-09-04,0.10217607,0.049079057,0.032968562,0.025770271,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.5339633,-0.007889014,0.5669662,0.40381452,-0.0038472733,-0.06810885
68,2018-09-05,0.102346994,0.04996528,0.032973,0.02643063,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.54455715,-0.008644081,0.52932644,0.40381452,0.0053579826,-0.06768716
69,2018-09-06,0.10261814,0.050032232,0.032988377,0.026691506,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.53379834,-0.0077212187,0.4717293,0.40381452,-0.007385782,-0.06723942
70,2018-09-07,0.08587828,0.04214048,0.027663207,0.021600604,-0.056630105,-0.0,-0.0,0.0,0.0,-0.056630105,-0.0,0.0,-0.0,0.0,-0.0,0.45969874,-0.0055244574,0.51684916,0.40381452,0.007522067,-0.066765875
71,2018-09-08,0.09121594,0.044995464,0.029718045,0.022808427,-0.03792121,-0.0,-0.0,0.0,0.0,-0.03792121,-0.0,0.0,-0.0,0.0,-0.0,0.4757124,-0.0030130583,0.4760627,0.40381452,-0.009638912,-0.06626683
72,2018-09-09,0.09539646,0.046759717,0.03134748,0.023674972,-0.02539317,-0.0,-0.0,0.0,0.0,-0.02539317,-0.0,0.0,-0.0,0.0,-0.0,0.5107299,-0.0012795149,0.5159858,0.40381452,0.0021519244,-0.065742545
73,2018-09-10,0.09815581,0.048096735,0.032566775,0.024302103,-0.017004024,-0.0,-0.0,0.0,0.0,-0.017004024,-0.0,0.0,-0.0,0.0,-0.0,0.52951616,-0.0010624944,0.6017309,0.40381452,0.0058399932,-0.06519333
74,2018-09-11,0.10039815,0.049022797,0.033434965,0.024070825,-0.011386402,-0.0,-0.0,0.0,0.0,-0.011386402,-0.0,0.0,-0.0,0.0,-0.0,0.5284969,-0.002391137,0.53931797,0.40381452,-0.0038472733,-0.06461951
75,2018-09-12,0.1017796,0.04953228,0.03402182,0.023753013,-0.0076246737,-0.0,-0.0,0.0,0.0,-0.0076246737,-0.0,0.0,-0.0,0.0,-0.0,0.5421042,-0.004508882,0.6222689,0.40381452,0.0053579826,-0.06402141
76,2018-09-13,0.10274031,0.050000742,0.034490697,0.023614295,-0.005105709,-0.0,-0.0,0.0,0.0,-0.005105709,-0.0,0.0,-0.0,0.0,-0.0,0.5326506,-0.0061190897,0.5310504,0.40381452,-0.007385782,-0.06339937
77,2018-09-14,0.10347636,0.052015457,0.034705754,0.023637034,-0.003418935,-0.0,-0.0,0.0,0.0,-0.003418935,-0.0,0.0,-0.0,0.0,-0.0,0.5531279,-0.0058706347,0.54748887,0.40381452,0.007522067,-0.062753744
78,2018-09-15,0.10406354,0.05277235,0.03488282,0.023676341,-0.0022894207,-0.0,-0.0,0.0,0.0,-0.0022894207,-0.0,0.0,-0.0,0.0,-0.0,0.54229015,-0.0029062359,0.5747225,0.40381452,-0.009638912,-0.062084895
79,2018-09-16,0.10473084,0.052984808,0.035138413,0.02374404,-0.0015330643,-0.0,-0.0,0.0,0.0,-0.0015330643,-0.0,0.0,-0.0,0.0,-0.0,0.56237245,0.002734156,0.6058472,0.40381452,0.0021519244,-0.06139323
80,2018-09-17,0.10499518,0.05405152,0.03547682,0.02281685,-0.0010265856,-0.0,-0.0,0.0,0.0,-0.0010265856,-0.0,0.0,-0.0,0.0,-0.0,0.5753047,0.0100155,0.6338828,0.40381452,0.0058399932,-0.060679115
81,2018-09-18,0.105323315,0.054584105,0.035828523,0.02249516,-0.00068743236,-0.0,-0.0,0.0,0.0,-0.00068743236,-0.0,0.0,-0.0,0.0,-0.0,0.57473564,0.017167684,0.560726,0.40381452,-0.0038472733,-0.059942964
82,2018-09-19,0.10562423,0.054740757,0.03611089,0.022409867,-0.0004603252,-0.0,-0.0,0.0,0.0,-0.0004603252,-0.0,0.0,-0.0,0.0,-0.0,0.5906382,0.022225536,0.64898026,0.40381452,0.0053579826,-0.059185192
83,2018-09-20,0.10575163,0.054642588,0.036339574,0.022394057,-0.00030824746,-0.0,-0.0,0.0,0.0,-0.00030824746,-0.0,0.0,-0.0,0.0,-0.0,0.58050877,0.023666613,0.6414623,0.40381452,-0.007385782,-0.058406226
84,2018-09-21,0.106026344,0.054518703,0.03638214,0.022609772,-0.0002064117,-0.0,-0.0,0.0,0.0,-0.0002064117,-0.0,0.0,-0.0,0.0,-0.0,0.5939853,0.020924663,0.5775335,0.40381452,0.007522067,-0.05760651
85,2018-09-22,0.10574306,0.05465867,0.03643498,0.022596603,-0.00013821942,-0.0,-0.0,0.0,0.0,-0.00013821942,-0.0,0.0,-0.0,0.0,-0.0,0.5712811,0.014596856,0.57676435,0.40381452,-0.009638912,-0.05678647
86,2018-09-23,0.10601157,0.05487202,0.03651406,0.022627288,-9.255585e-05,-0.0,-0.0,0.0,0.0,-9.255585e-05,-0.0,0.0,-0.0,0.0,-0.0,0.5762209,0.0062687136,0.53223103,0.40381452,0.0021519244,-0.055946596
87,2018-09-24,0.106000945,0.054077227,0.03672733,0.022479726,-6.197816e-05,-0.0,-0.0,0.0,0.0,-6.197816e-05,-0.0,0.0,-0.0,0.0,-0.0,0.57180536,-0.0019850447,0.57293683,0.40381452,0.0058399932,-0.055087335
88,2018-09-25,0.1065994,0.053173978,0.03676655,0.023617612,-4.1502422e-05,-0.0,-0.0,0.0,0.0,-4.1502422e-05,-0.0,0.0,-0.0,0.0,-0.0,0.55762196,-0.008252143,0.52980286,0.40381452,-0.0038472733,-0.054209165
89,2018-09-26,0.106987596,0.05147908,0.036828846,0.02405552,-2.779126e-05,-0.0,-0.0,0.0,0.0,-2.779126e-05,-0.0,0.0,-0.0,0.0,-0.0,0.5638203,-0.011362932,0.6556662,0.40381452,0.0053579826,-0.053312566
90,2018-09-27,0.107506454,0.0516084,0.036964383,0.024256995,-1.8609853e-05,-0.0,-0.0,0.0,0.0,-1.8609853e-05,-0.0,0.0,-0.0,0.0,-0.0,0.5531452,-0.011203096,0.53227216,0.40381452,-0.007385782,-0.052398045
91,2018-09-28,0.10766302,0.051746212,0.037092507,0.024373297,-1.2461713e-05,-0.0,-0.0,0.0,0.0,-1.2461713e-05,-0.0,0.0,-0.0,0.0,-0.0,0.5720728,-0.008660237,0.55596673,0.40381452,0.007522067,-0.051466096
92,2018-09-29,0.10795257,0.05271312,0.03721553,0.024458585,-8.344735e-06,-0.0,-0.0,0.0,0.0,-8.344735e-06,-0.0,0.0,-0.0,0.0,-0.0,0.56075305,-0.005236808,0.51333964,0.40381452,-0.009638912,-0.050517235
93,2018-09-30,0.1082467,0.051694185,0.037382454,0.024532896,-5.587883e-06,-0.0,-0.0,0.0,0.0,-5.587883e-06,-0.0,0.0,-0.0,0.0,-0.0,0.5757861,-0.0024790403,0.54097736,0.40381452,0.0021519244,-0.04955196
94,2018-10-01,0.10854858,0.051686954,0.037421174,0.025430374,-3.7418133e-06,-0.0,-0.0,0.0,0.0,-3.7418133e-06,-0.0,0.0,-0.0,0.0,-0.0,0.5827347,-0.0014323617,0.6357274,0.40381452,0.0058399932,-0.048570804
95,2018-10-02,0.10884279,0.051848736,0.037471905,0.02583412,-2.5056297e-06,-0.0,-0.0,0.0,0.0,-2.5056297e-06,-0.0,0.0,-0.0,0.0,-0.0,0.574071,-0.0023170165,0.5438273,0.40381452,-0.0038472733,-0.0475743
96,2018-10-03,0.109212995,0.05098105,0.037647307,0.025594782,-1.6778445e-06,-0.0,-0.0,0.0,0.0,-1.6778445e-06,-0.0,0.0,-0.0,0.0,-0.0,0.58151335,-0.0045306464,0.6222599,0.40381452,0.0053579826,-0.04656297
97,2018-10-04,0.10952317,0.050935183,0.037809737,0.025841564,-1.1235345e-06,-0.0,-0.0,0.0,0.0,-1.1235345e-06,-0.0,0.0,-0.0,0.0,-0.0,0.5680394,-0.0069604455,0.6277587,0.40381452,-0.007385782,-0.045537367
98,2018-10-05,0.10948744,0.0510831,0.03791095,0.02597615,-7.523522e-07,-0.0,-0.0,0.0,0.0,-7.523522e-07,-0.0,0.0,-0.0,0.0,-0.0,0.5828228,-0.008472613,0.6237612,0.40381452,0.007522067,-0.04449802
99,2018-10-06,0.109255895,0.05121574,0.038031563,0.026073616,-5.037975e-07,-0.0,-0.0,0.0,0.0,-5.037975e-07,-0.0,0.0,-0.0,0.0,-0.0,0.56692266,-0.00838381,0.6223144,0.40381452,-0.009638912,-0.043445487
100,2018-10-07,0.109904334,0.05158694,0.038151328,0.027639942,-3.3735782e-07,-0.0,-0.0,0.0,0.0,-3.3735782e-07,-0.0,0.0,-0.0,0.0,-0.0,0.5841373,-0.0067309896,0.5860307,0.40381452,0.0021519244,-0.042380314
101,2018-10-08,0.11022903,0.052340984,0.03827068,0.028456526,-2.2590484e-07,-0.0,-0.0,0.0,0.0,-2.2590484e-07,-0.0,0.0,-0.0,0.0,-0.0,0.5934113,-0.0042370474,0.650308,0.40381452,0.0058399932,-0.041303065
102,2018-10-09,0.11087532,0.053645816,0.03838409,0.028805554,-1.5127262e-07,-0.0,-0.0,0.0,0.0,-1.5127262e-07,-0.0,0.0,-0.0,0.0,-0.0,0.5894742,-0.0019893325,0.5419183,0.40381452,-0.0038472733,-0.040214296
103,2018-10-10,0.111253604,0.053777665,0.038604103,0.029130595,-1.01296656e-07,-0.0,-0.0,0.0,0.0,-1.01296656e-07,-0.0,0.0,-0.0,0.0,-0.0,0.6018633,-0.0009604936,0.6383481,0.40381452,0.0053579826,-0.03911457
104,2018-10-11,0.11159306,0.05513765,0.038801968,0.029695453,-6.783126e-08,-0.0,-0.0,0.0,0.0,-6.783126e-08,-0.0,0.0,-0.0,0.0,-0.0,0.5920885,-0.0015638563,0.61099535,0.40381452,-0.007385782,-0.038004447
105,2018-10-12,0.11362561,0.056160543,0.03958342,0.030397326,0.0056648823,-0.0,-0.0,0.0,0.0,-4.5421835e-08,-0.0,0.005664928,-0.0,0.0,-0.0,0.61645925,-0.003424631,0.59751856,0.40381452,0.007522067,-0.03688448
106,2018-10-13,0.11293139,0.055903498,0.03957872,0.030343255,0.003185735,-0.0,-0.0,0.0,0.0,-3.0415812e-08,-0.0,0.0031857656,-0.0,0.0,-0.0,0.5948958,-0.005467233,0.5789107,0.40381452,-0.009638912,-0.03575526
107,2018-10-14,0.112649,0.056719974,0.039669402,0.03022873,0.0017915475,-0.0,-0.0,0.0,0.0,-2.0367336e-08,-0.0,0.0017915679,-0.0,0.0,-0.0,0.6061095,-0.006298267,0.5332539,0.40381452,0.0021519244,-0.034617342
